,company,name,color,type,ratings,people_review,offer_price,real_price,offer_percent
752,Boult,"Audio X60 ANC (30dB), Quad Mic ENC, 30 Hrs Batter...",Blue, True Wireless,4.1,2992,1499,4999,70
753,Digiwins,BTH F9 Pro Earbuds Upto 300Hrs Playtime With 2...,Black, True Wireless,3.3,7472,759,7999,90
754,truke,"Buds S2 with 48H Playtime, Quad Mic ENC, Instant ...",Blue, True Wireless,3.8,24,1099,3999,72
755,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.9,72798,699,1999,65
756,YAMAHA,EP-E50ABLACK\\G Bluetooth without Mic Headset,Black, In the Ear,3.7,12,9399,12400,24
757,ultiads,36 Hours Playtime with superior sound Neckband ...,Silver, In the Ear,3.4,237,1304,4999,73
758,JBL,"Tune 175BT Flex Neckband with 14-Hour Playtime, Qui...",Red, In the Ear,3.6,6182,1899,2999,36
759,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,3399,546,1999,72
760,Wings,Phantom 205 Neck band with touch controls Bluetoo...,Grey, In the Ear,4,447,899,2999,70
761,ZEBRONICS,Zeb Yoga 90 Plus Bluetooth Headset,Blue  Black, In the Ear,3.8,11,1399,2299,39
762,REEPUD,SH12 Bluetooth Headset,Red, In the Ear,3.7,8896,599,2999,80
763,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,200,546,1999,72
764,SOniLEX,SL-BT-193 (GREEN) Bluetooth Headset,Green, In the Ear,3.6,183,679,2499,72
765,FRISTDOWN,i12 TWS Wireless inpods Earbuds With Touch Se...,Multicolor, True Wireless,3.5,2443,459,1999,77
766,Casa,Tech Double (Dual L/R)BT Sports With Charging Box ...,White, True Wireless,4.2,308,395,866,54
767,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.1,13,1399,3999,65
768,snowbudy,Top selling Earbuds Upto 32 Hrs Playtime With ...,Black BOX BATTERY BACKUP 48 HR, True Wireless,4.2,4028,599,2670,77
769,realme,Buds Air 3S with Dual Device Pairing and 30hrs T...,Bass White, In the Ear,3.7,44,2499,4999,50
770,THE,MOBILE POINT Stereo Single Ear Mini wireless Hi-Fi ...,Black, In the Ear,4.1,327645,327,1199,72
771,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4,970,1099,2490,55
772,Auratic,M 10 TWS 5.0 Bluetooth Earphones 3500mAh Chargi...,Black, In the Ear,3.9,188519,498,999,50
773,ROKAVO,Purple neckband wireless headphone headset earph...,Purple  Multicolor  Green, In the Ear,3.8,19277,529,1599,66
774,boAt,"Rockerz 378 with Spatial Bionic Sound by THX, ASAP...",Vibrant Red, In the Ear,3.9,451,1499,3490,57
775,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,449,3850,88
776,Boltune,BT-335 Neckband hi-bass Wireless Bluetooth head...,Navy Blue, In the Ear,3.3,4,479,3850,87
777,Ubon,Sound Range CL-4050 Bluetooth Headset,Blue, In the Ear,3.8,7725,827,2499,66
778,ROKAVO,Hot Selling Original high quality super bass wir...,Black, In the Ear,3.7,8896,749,1999,62
779,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.8,39,445,3850,88
780,Kabeer,enterprises BT-255 Upto 30 Hours Battery Life Fl...,Red, In the Ear,4.1,710,699,2999,76
781,TROST,Sports 40H Playtime Neckband for Gym Office Car I...,Black, In the Ear,4.1,350,539,1999,73
782,truke,"Buds S2 with 48H Playtime, Quad Mic ENC, Instant ...",Blue, True Wireless,3.8,2551,1099,3999,72
783,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,4.2,1135,546,1999,72
784,Tunifi,Earbud F9 Earbuds/TWs/buds 5.1 Earbuds with 300H...,Black, True Wireless,3.5,557,499,7999,93
785,Mivi,"DuoPods K1 compact earbuds,AI-ENC,TWS with 42H Pla...",Brisk Blue, In the Ear,3.9,188519,999,4999,80
786,Wings,Vader 350 Bluetooth Gaming Headset,White, True Wireless,3.2,13,1599,2999,46
787,TECHFIRE,Fire-T10 -48 Hours Playing Time Fast Charging ...,OCEAN  Blue, In the Ear,3.8,24353,399,3850,89
788,DEFY,GravityU with 35 Hours Playback and Beast Mode Blu...,Lunar White, In the Ear,4.7,81,899,1999,55
789,Sulfur,45 Hours Playtime & Call vibration Alert Elite-2...,Red, True Wireless,4,1670,498,2499,80
790,Gali,Bazar IEGA33 Bluetooth Headset,White, In the Ear,4,52,395,1999,80
791,ZEBRONICS,"ZEB -YOGA N2 RGB with 30H Playtime, ENC Mic, ...",Yellow, In the Ear,3.6,6182,899,2999,70
792,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,5346,546,1999,72
793,Auxigen,Buzz Sports Wireless Neckband BT 5.0 with Deep ...,Black, In the Ear,4.2,17196,499,999,50
794,Ubon,"Prithvi Series CL-350, Upto 15 Hours Playtime In-E...",Red, In the Ear,3.7,8896,649,1999,67
795,DIZO,"Wireless Active with ENC, 11.2mm Driver, 23H Playb...",Blue, In the Ear,3.9,233,1499,2499,40
796,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,67,546,1999,72
797,byer,"Scrapper Ultra Gaming TWS with 18 Hrs Battery ,50m...",Black, True Wireless,3.6,249,826,4449,81
798,UPOZA,"Earbuds A520 TWS with 13mm HQ Drivers, Touch Cont...",Blue, True Wireless,3.7,3128,999,7999,87
799,DigiClues,Earbud BTH F9 Earbuds/TWs/buds 5.1 Earbuds wi...,Black, True Wireless,4,29975,749,7999,90
800,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,4,12482,499,1499,66
801,boAt,"Airdopes 115 with ENx & Beast Mode, upto 24 Hrs Pl...",White Siberia, True Wireless,4,11,1599,2990,46
802,Wings,"X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms lo...",Black, True Wireless,4.2,308,1599,1999,80
803,ElectroMania,i12 tws earpods Bluetooth Headset Bluetoot...,White, In the Ear,4,1147,399,3999,65
804,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.1,327645,1399,3499,81
805,Ucool,Dart 100 Hours Playtime Bluetooth Wireless Neckba...,Black, In the Ear,3.7,6,649,1999,70
806,senerathe,BT M 233 Bluetooth Headset,Black, In the Ear,4,7076,599,3990,84
807,Chaebol,Thundar Bass 100Hr Standby Long Battery Life Bl...,Blue, In the Ear,3.6,38,599,2490,55
808,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,3.9,72798,1099,2499,54
809,Portronics,"Harmonics Y1 with Auto ENC, Upto 40 Hours Pl...",Black, In the Ear,3.8,284,1149,2999,80
810,Aroma,"NB119 Love 80 Hours Playtime Fast Charging, Dual ...",Red, In the Ear,4.1,10325,599,1890,48
811,KDM,G1-BULLET Stereo Sound Wireless Bluetooth Headset,Black, In the Ear,3.9,188519,975,2999,80
812,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.8,4611,599,2499,82
813,IZWI,F-255 neckband bluetooth headphone with Fast Charg...,Red, In the Ear,4,10964,449,3499,54
814,realme,Buds Q2s with AI ENC & Fast Charging Bluetooth H...,Paper White, True Wireless,3.5,22,1599,1458,65
815,Chitransh,M10 Wireless Earbuds Bluetooth Upto 48Hrs Pla...,Black, True Wireless,3.7,8896,505,3850,88
816,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.7,448,445,2999,56
817,Noise,"Buds VS304 with 30 Hours Playtime, Instacharge, 1...",Pearl White, True Wireless,3.8,28576,1299,4999,78
818,Boult,"Audio X45 with Quad Mic ENC, 40H Playtime, 45ms U...",Grey, True Wireless,3.9,371,1099,1249,64
819,x,pulse TwsL21 Mini Wireless Bluetooth Headset / Earpho...,Black, In the Ear,3.9,188519,449,1999,72
820,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.8,39269,546,3499,74
821,Aroma,NB132 Construct 48 Hours PlayTime True Wireless E...,White, True Wireless,3.8,719,899,2999,33
822,JBL,"Tune 125BT Flex Neckband with 16 Hour Playtime, Qui...",Blue, In the Ear,4,9849,1999,4999,10
823,Jabra,Talk 45 Bluetooth Headset,Silver, In the Ear,3.7,3072,4484,3850,88
824,Lenovo,HE18 Bluetooth Headset,Green, In the Ear,3.4,123,1739,2999,42
825,CIHLEX,C-54 Super Bass Bluetooth Earphones Neckband Hea...,Green, In the Ear,3.6,30,749,1999,62
826,CIHLEX,CH-045 Classical Bluetooth Neckband Headphone Ea...,Black, In the Ear,3.6,6182,749,1999,62
827,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.9,200,546,1999,72
828,SOniLEX,SL-BT-193 (GREEN) Bluetooth Headset,Green, In the Ear,4.2,4028,679,2499,72
829,Gideon,ZEE-RML ME-1 Bluetooth Headset,Yellow, In the Ear,3.7,8896,399,1499,73
830,realme,Buds Air 3S with Dual Device Pairing and 30hrs T...,Bass White, In the Ear,3.9,134,2499,4999,50
831,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,12546,546,1999,72
832,DigiClues,Earbuds M29 Pro with Power-Bank Bluetooth Hea...,Black, True Wireless,3.5,131,781,4999,84
833,Boult,"Audio XPods Pro with Zen ENC Mic, Mega 13mm Drive...",Black, True Wireless,4.2,308,1099,5999,81
834,Digiwins,Premium Gaming Series P86 TWS 13mm HD Dynamic ...,Black, True Wireless,4,4643,999,7999,87
835,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,2,2,1399,3999,65
836,Fome,M10 TWS 2200 mAh Power Bank Charging Box EarBuds W...,Black, True Wireless,4,20048,499,2449,79
837,ORAIMO,"FreePods 3 in Ear TWS Earbuds,36Hrs Playtime ,4-...",White, True Wireless,3.8,3898,1399,4999,72
838,Gonsgadapp,5100 Wireless Bluetooth Over-Ear -Black Blue...,Black, In the Ear,4.3,4,299,1299,76
839,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,3.7,3128,699,1999,65
840,U&i,Valley 80 Hours Music Time Fast Charging Wireless N...,Black, In the Ear,3.1,43,699,3799,81
841,BULLSTORM,Latest Version B11 Neckband Bluetooth Neckban...,Black, In the Ear,3.7,9,399,999,60
842,VIPPO,VBT-675 Gleaming Light 25 Hours Music Playtime 40...,Red, In the Ear,4.1,111172,674,2299,70
843,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.9,19951,499,1499,66
844,Hitage,NBT1949+ Wireless music Sports headset Bluetooth...,Beige, In the Ear,3.7,3128,1099,1999,45
845,GUGGU,OGW_462T HSB-730 Bluetooth for all Smartphones wi...,Black, In the Ear,3.8,705,349,999,65
846,Worricow,40H Playtime 10mm Drivers Crystal-Clear Calls ...,Blue, In the Ear,3.9,72798,429,999,57
847,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4,9,999,5499,81
848,realme,Buds Q2 with Active Noise Cancellation Bluetooth...,Grey, In the Ear,3.9,4974,1499,3499,57
849,Aroma,NB137 Union Wireless Earbuds Bluetooth Headset,White, True Wireless,3.8,486,783,3999,80
850,JBL,"Wave Beam TWS, 32Hr Playtime, IP54, Smart Ambient &...",Black, In the Ear,4,20048,3999,4999,20
851,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.6,1461,599,2999,80
852,UPOZA,"Earbuds L21 with ASAP Charge, 10mm Drivers and 25...",Black, True Wireless,4.2,308,549,3999,86
853,Wings,"Phantom 105 Earbuds with Game Mode, ENC, 40 Hours...",Black, True Wireless,3.3,4,1799,3599,50
854,PTron,"Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Cal...",Black, In the Ear,4.1,327645,999,4599,78
855,Sulfur,Vibration & 45 Hours Backup Elite-2 Wireless Spo...,Black1, True Wireless,4,1670,498,2499,80
856,GAGANDEEP,Magnet Bluetooth Headset for all Smart phones...,Multicolor, In the Ear,3.9,90,399,1699,76
857,Portronics,Harmonics Z3 Wireless Stereo Neckband Blueto...,Black, In the Ear,3.7,6379,699,1999,65
858,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.9,142,799,2599,69
859,Portronics,Harmonics X1 Sports Bluetooth Headset,Green, In the Ear,3.7,38,899,1999,55
860,Fome,M10 TWS Bluetooth 5.1 Headset 9D Stereo Sports Wat...,Black, In the Ear,3.4,229,491,2698,81
861,GAGANDEEP,TWS i12 Bluetooth Wireless Earphone Touch Sen...,Multicolor, True Wireless,4.2,14276,499,2999,83
862,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,3.8,4473,1299,4999,74
863,truke,"Air Buds+ with Quad Mic ENC & 20 EQ mode, Digital...",Black, True Wireless,3.7,8916,1099,1699,35
864,HOPPUP,MAX Bluetooth Headset,White, True Wireless,3.6,211,699,2099,66
865,BeastBass,"M10 Earpods/ipod/buds 225Hours Backup, Power ...",Black, True Wireless,4,49704,599,3999,85
866,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,3.4,166,799,4499,82
867,PRONOVA,M28 Gaming Earbuds TWS with 300 Hours Palyback ...,Black, True Wireless,4.1,747,699,7999,91
868,Beats,"Flex - Apple W1 Headphone Chip, Class 1 Bluetooth...",Yuzu Yellow, In the Ear,3.9,9,4499,2499,56
869,PTron,Tangent Beats wireless neckband Bluetooth Headset,Black, In the Ear,4.1,111172,1099,5499,81
870,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.2,1828,999,1699,76
871,GAGANDEEP,Magnet Bluetooth Headset for all Smart phones...,Black, In the Ear,3.6,6182,399,1299,61
872,SYARA,RHB_15K_ Bluetooth Headset for all Smart phones B...,Multicolor, In the Ear,2.2,5,499,1999,72
873,DRUMSTONE,S530 Smallest Wireless Invisible Mini Bluetoo...,Black, In the Ear,3.4,165,599,1999,62
874,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,2289,546,999,50
875,CIHLEX,CH-45 Classical Bluetooth Neckband Headphone Ear...,Black, In the Ear,3.8,47151,749,7999,91
876,Buy,Genuine Mini Wireless Earbuds With Microphone (Dual...,White, In the Ear,3.7,3685,499,7999,86
877,Earboss,M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,Black, True Wireless,4.1,20,649,1999,68
878,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.6,358,1099,3499,74
879,Aroma,NB140 Fabulous 24 Hours* Playtime | Deep Bass | M...,White, True Wireless,4.2,14276,638,2599,69
880,Portronics,Harmonics Twins S4 Smart TWS Earbuds Bluetoo...,Black, In the Ear,3.7,71,899,4999,74
881,PTron,"Basspods P81 TWS Earbuds, 32H Playtime, Deep Bass...",White, In the Ear,3.8,593,799,4999,81
882,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.7,8896,1299,1999,75
883,UPOZA,Earbuds M29 Pro ENC Technology Bluetooth Headset,Black, True Wireless,3.8,796,949,1999,75
884,Kabeer,enterprises L21 Air Buds Mini Truly Wireless Blu...,Black, True Wireless,3.8,47151,497,1999,72
885,FPX,Magnus 50Hr Playtime with Superior sound Wireless N...,Blue  Black, In the Ear,3.1,43,499,1399,71
886,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,4.1,327645,546,2499,48
887,Lenovo,HE15 Bluetooth Headset,Black, In the Ear,3.9,909,1559,2999,48
888,SYARA,RHB_15K_ Bluetooth Headset for all Smart phones B...,Multicolor, In the Ear,4,20048,499,1299,61
889,Clairbell,TEI_621B_B11 Neck Band Bluetooth Headset Blue...,Black, In the Ear,4.5,53485,389,659,40
890,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,3.8,5418,699,1999,65
891,Wings,"Phantom 345 with Low Latency 40ms, App Support, 5...",Black, In the Ear,4.1,111172,1799,2999,40
892,APPLE,Airpods Pro with MagSafe Charging Case Bluetooth ...,White, True Wireless,3.3,34,16999,26300,35
893,Boult,"Audio PowerBuds with Inbuilt Powerbank, 120H Batt...",Blue, True Wireless,4,1345614,1299,8999,85
894,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.4,326,999,5499,81
895,NP,SERIES TWS L21 True Wireless Bluetooth Sports Earpho...,Black 6, True Wireless,3.7,147072,499,4299,88
896,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Crimson Cream, True Wireless,3.9,1438,1199,2990,59
897,JVMART,UPGRADED VERSION M10 TWS Wireless Headphones wit...,Black, True Wireless,3.6,95,499,2999,83
898,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,4.2,14276,899,5999,85
899,Ucool,Pesto 150 Hours Play AI Noise Cancellation Blueto...,Black, In the Ear,3.7,1299,649,3499,81
900,GOVO,"GOKIXX 610 Bluetooth Neckband, 12H Battery, Magnet...",Platinum Black, In the Ear,4.4,310263,1499,3799,60
901,webster,Elite-2 Wireless Exta Bass Sports Neckband Vibr...,Black, In the Ear,4,20048,499,2499,80
902,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.7,16321,1299,4999,74
903,Ubon,UP BEAT CL-4070 Bluetooth Headset,Blue, In the Ear,4.2,124994,899,2899,68
904,SYARA,LHU_459S_ HP17 Neck band Bluetooth Headset Blueto...,Black, In the Ear,3.7,493,399,799,50
905,OnePlus,Bullets Wireless Z Bluetooth Headset,Black, In the Ear,4.2,54287,2184,2190,65
906,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.8,47151,699,1999,63
907,ROKAVO,BT22 Classic Bluetooth Neckband With Long Life B...,Black, In the Ear,3.8,4952,729,1999,61
908,boAt,Airdopes 381 Sunburn Edition with upto 20 Hours Pl...,Techno Purple, In the Ear,4.2,1644667,1899,4990,63
909,zevin's,Premium TWS F9 True Wireless Headset with Power...,Black, True Wireless,4,114272,899,2490,78
910,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4,405147,499,2299,88
911,Karimotech,Ear pod with Wireless Charging Case WS-4000 ...,White, True Wireless,4,405147,499,4499,42
912,Tunifi,Earbuds T-2 PRO with ASAP Charge Bluetooth Heads...,Black, True Wireless,4.1,17,1999,3499,86
913,realme,Buds Air 3 Neo with up to 30 hours Playback & Fa...,Galaxy White, True Wireless,3.9,127,1099,7999,68
914,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.9,60877,1399,4499,59
915,truke,"Buds Pro with ANC, 48 Hours Playtime, Quad-Mic EN...",Black, True Wireless,4,49704,1199,2990,39
916,zevin's,BT-Max Wireless Bluetooth Smart Neckband with V...,Green, In the Ear,4.2,13,699,1999,65
917,byer,"Sound Cross 35 hours playtime, ENC, fast Charging,...",Grey, In the Ear,3.9,27254,499,1499,66
918,WeCool,Moonwalk Mini in ear bluetooth Earbuds with 16 h...,Black  Yellow, True Wireless,3.7,3128,1199,3999,70
919,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,4.1,15839,1499,4999,70
920,Fire-Boltt,Fire Pods Ninja G201 Earbuds TWS IWP HD Call...,Pink, True Wireless,3.7,744,645,5999,89
921,Boult,"Audio X60 ANC (30dB), Quad Mic ENC, 30 Hrs Batter...",Black, True Wireless,3.6,6182,546,1999,72
922,BRICKFIRE,M28 TWS EARBUDS Bluetooth Headset,Black, In the Ear,4.1,8448,2299,3990,42
923,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.7,71,949,4999,81
924,OPPO,Enco Air 2 With 13.4 dynamic driver Bluetooth Head...,Blue, True Wireless,3.5,386,499,2999,83
925,UPOZA,Earbuds M29 Pro ENC Technology Bluetooth Headset,Black, True Wireless,4,20048,699,1999,65
926,FPX,"Lunar In Ear Wireless Neckband, 15Hrs Playtime, Swe...",Black, In the Ear,3.8,75,989,1999,50
927,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,405147,699,3499,80
928,Hitage,NBT-3591+ 72 Hours Music Time Wireless Neckband ...,Black, In the Ear,4,4,1619,5999,73
929,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Red  Black  Grey, In the Ear,4.1,111172,999,5499,81
930,D1Y3,"Z-1,Badshah - 100 Hours Playtime Bluetooth Neckban...",Multicolor, In the Ear,3.7,8896,389,999,61
931,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.3,15,499,999,50
932,BULLSTORM,Latest Version B11 Neckband Bluetooth Neckban...,Black, In the Ear,4,3242,499,899,44
933,SYARA,JKK_30F_S6 Bluetooth Headset for all Smart phones...,Black, In the Ear,3.7,147072,546,1999,72
934,Gadget,Master Presents you super sound quality unstoppa...,Yellow, In the Ear,4.3,15,499,4999,90
935,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.5,191,999,3000,66
936,Tunifi,M28 Gaming Monster Earbuds with ASAP Charge Blue...,Black, True Wireless,3.6,358,495,1999,75
937,FUR,"JADEN AirJams Gamex Pro with ENC HD+ Calling, Deep ...",Black, True Wireless,4.2,14276,899,5999,85
938,Kabeer,enterprises L21 Earbuds/Air-pod/ buds 5.0 Blueto...,Black, True Wireless,3.8,321,424,2699,84
939,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.9,38,449,999,55
940,FINGER,THREE Premium TWS I12 Twins touch sensor Bluetoo...,White, True Wireless,3.7,96,799,2599,69
941,v,chip Air Tune (Buds) True wireless Bluetooth headset ...,White, True Wireless,4,20048,1299,4999,74
942,PTron,"Basspods P81 TWS Earbuds, 32H Playtime, Deep Bass...",White, In the Ear,3.5,1776,1099,1499,26
943,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.1,2992,1499,4000,62
944,Intex,MUSIQUE Flexi Bluetooth Headset,Black, In the Ear,3.3,10,1040,2199,52
945,Zaap,AQUA GEAR Bluetooth without Mic Headset,Black, In the Ear,4,11,699,1999,65
946,Landmark,"PLAY2.0, 50 Hours Playtime, IPX4 Water Resista...",Grey, In the Ear,3.5,515,378,1998,81
947,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4.2,124994,389,738,47
